Transaction_ID,Investor_ID,Date,Action,Ticker,Execution_Price,Executed_Quantity,Cash_Balance_Post
TX_100102,INV_01,2020-07-15,SELL,NTB,48.63,176,135506.69
TX_100103,INV_01,2020-07-16,BUY,HAYL,10.27,1979,114987.34
TX_100104,INV_01,2020-07-17,BUY,MELS,16.9,1020,97573.28
TX_100105,INV_01,2020-07-20,BUY,AEL,15.5,944,82792.76
TX_100106,INV_01,2020-07-22,BUY,DFCC,48.18,257,70286.05
TX_100107,INV_01,2020-07-23,BUY,NTB,50.91,207,59643.05
TX_100108,INV_01,2020-07-27,SELL,LOFC,3.5,5253,77844.7
TX_100109,INV_01,2020-07-28,BUY,NTB,51.31,227,66080.02
TX_100110,INV_01,2020-07-29,SELL,AEL,16.25,993,82053.35
TX_100111,INV_01,2020-07-30,BUY,HNB,86.75,141,69699.43
TX_100112,INV_01,2020-07-31,BUY,LFIN,20.98,498,59145.09
TX_100113,INV_01,2020-08-03,SELL,NDB,57.44,64,62784.31
TX_100114,INV_01,2020-08-04,SELL,LIOC,13.06,781,72881.03
TX_100115,INV_01,2020-08-05,BUY,MELS,16.03,682,61839.77
TX_100116,INV_01,2020-08-10,BUY,MELS,15.91,582,52485.98
TX_100117,INV_01,2020-08-11,BUY,DFCC,47.62,165,44550.06
TX_100118,INV_01,2020-08-14,SELL,NDB,63.58,48,47571.23
TX_100119,INV_01,2020-08-17,SELL,DIAL,7.77,604,52216.19
TX_100120,INV_01,2020-08-18,BUY,NTB,51.56,151,44353.08
TX_100121,INV_01,2020-08-21,SELL,COMB,59.82,567,77933.26
TX_100122,INV_01,2020-08-24,BUY,DIAL,7.91,1478,66130.27
TX_100123,INV_01,2020-08-25,BUY,LOFC,3.8,2610,56113.09
TX_100124,INV_01,2020-08-27,SELL,HHL,56.3,237,69323.79
TX_100125,INV_01,2020-09-01,SELL,LFIN,22.21,642,83442.05
TX_100126,INV_01,2020-09-02,BUY,LOFC,3.6,3476,70803.31
TX_100127,INV_01,2020-09-03,BUY,LIOC,13.93,762,60083.2
TX_100128,INV_01,2020-09-07,SELL,MELS,16.15,2454,99308.83
TX_100129,INV_01,2020-09-08,SELL,LOFC,3.5,5461,118231.2
TX_100130,INV_01,2020-09-10,SELL,LFIN,22.25,482,128846.33
TX_100131,INV_01,2020-09-11,BUY,HAYL,16.1,1200,109332.28
TX_100132,INV_01,2020-09-14,BUY,AEL,20.18,812,92778.3
TX_100133,INV_01,2020-09-15,SELL,NTB,49.68,278,106452.5
TX_100134,INV_01,2020-09-16,BUY,NDB,69.39,230,90332.46
TX_100135,INV_01,2020-09-17,BUY,LIOC,16.54,819,76650.08
TX_100136,INV_01,2020-09-22,BUY,JKH,133.69,85,65172.54
TX_100137,INV_01,2020-09-23,BUY,COMB,58.24,167,55349.41
TX_100138,INV_01,2020-09-24,BUY,DFCC,56.61,146,47001.06
TX_100139,INV_01,2020-10-05,SELL,HHL,64.89,178,58436.82
TX_100140,INV_01,2020-10-06,BUY,HAYL,19.32,453,49597.67
TX_100141,INV_01,2020-10-12,SELL,HNB,94.1,243,72234.18
TX_100142,INV_01,2020-10-13,SELL,LIOC,18.68,981,90373.72
TX_100143,INV_01,2020-10-14,BUY,NTB,46.67,290,76703.8
TX_100144,INV_01,2020-10-19,BUY,COMB,55.72,206,65110.87
TX_100145,INV_01,2020-10-20,BUY,NDB,67.37,144,55312.05
TX_100146,INV_01,2020-10-21,SELL,DFCC,49.15,257,67816.28
TX_100147,INV_01,2020-10-22,BUY,NTB,47.24,215,57557.87
TX_100148,INV_01,2020-10-23,BUY,CFIN,63.21,136,48875.48
TX_100149,INV_01,2020-10-26,SELL,NDB,59.94,129,56530.61
TX_100150,INV_01,2020-10-27,BUY,COMB,53.13,159,47998.85
TX_100151,INV_01,2020-10-28,SELL,CFIN,60.77,208,60511.74
TX_100152,INV_01,2020-10-30,BUY,HNB,89.17,101,51415.34
TX_100153,INV_01,2020-11-05,SELL,JKH,133.3,95,63952.27
TX_100154,INV_01,2020-11-06,BUY,LOFC,3.6,2664,54265.97
TX_100155,INV_01,2020-11-10,SELL,MELS,20.05,1840,90791.1
TX_100156,INV_01,2020-11-11,SELL,JKH,138.1,71,100498.39
TX_100157,INV_01,2020-11-13,SELL,LOFC,3.6,4762,117470.16
TX_100158,INV_01,2020-11-16,SELL,HAYL,28.3,1547,160812.93
TX_100159,INV_01,2020-11-17,BUY,HNB,89.48,269,136500.94
TX_100160,INV_01,2020-11-18,SELL,COMB,54.78,559,166818.57
TX_100161,INV_01,2020-11-19,SELL,LFIN,22.1,361,174716.87
TX_100162,INV_01,2020-11-20,BUY,JKH,138.54,189,148270.1
TX_100163,INV_01,2020-11-23,SELL,LOFC,3.4,3571,160290.09
TX_100164,INV_01,2020-11-24,SELL,DIAL,8.11,823,166901.78
TX_100165,INV_01,2020-11-25,SELL,DFCC,49.71,193,176399.52
TX_100166,INV_01,2020-11-30,BUY,LIOC,17.92,1476,149682.49
TX_100167,INV_01,2020-12-01,BUY,CFIN,66.13,339,127041.9
TX_100168,INV_01,2020-12-03,SELL,JKH,146.78,101,141718.5
TX_100169,INV_01,2020-12-07,SELL,LOFC,3.5,2678,150997.77
TX_100170,INV_01,2020-12-08,BUY,DIAL,8.74,2591,128128.58
TX_100171,INV_01,2020-12-10,SELL,JKH,150.02,76,139415.81
TX_100172,INV_01,2020-12-14,BUY,LFIN,24.09,868,118296.68
TX_100173,INV_01,2020-12-15,SELL,LFIN,23.94,488,129864.64
TX_100174,INV_01,2020-12-17,BUY,HAYL,30.11,647,110190.38
TX_100175,INV_01,2020-12-21,BUY,NTB,48.71,339,93513.52
TX_100176,INV_01,2020-12-23,SELL,NTB,48.87,420,113833.71
TX_100177,INV_01,2020-12-29,BUY,LFIN,23.17,737,96588.35
TX_100178,INV_01,2020-12-30,BUY,DFCC,52.76,274,81987.62
TX_100179,INV_01,2020-12-31,SELL,COMB,58.24,419,106145.64
TX_100180,INV_01,2021-01-01,SELL,COMB,58.24,314,124249.74
TX_100181,INV_01,2021-01-04,SELL,HNB,100.66,275,151654.46
TX_100182,INV_01,2021-01-05,SELL,HHL,91.41,133,163690.12
TX_100183,INV_01,2021-01-08,SELL,DFCC,52.04,213,174663.16
TX_100184,INV_01,2021-01-12,BUY,DFCC,51.15,512,148210.58
TX_100185,INV_01,2021-01-13,BUY,LFIN,25.32,878,125757.77
TX_100186,INV_01,2021-01-14,SELL,CFIN,66.52,241,141628.6
TX_100187,INV_01,2021-01-15,BUY,NDB,65.52,324,120189.27
TX_100188,INV_01,2021-01-18,BUY,LOFC,9.4,1917,101989.28
TX_100189,INV_01,2021-01-19,SELL,LOFC,7.8,2488,121201.61
TX_100190,INV_01,2021-01-20,BUY,NDB,75.69,240,102853.3
TX_100191,INV_01,2021-01-21,BUY,LOFC,8.5,1815,87271.53
TX_100192,INV_01,2021-01-22,BUY,AEL,26.29,497,74074.15
TX_100193,INV_01,2021-01-25,BUY,NTB,54.57,203,62885.33
TX_100194,INV_01,2021-01-27,BUY,HHL,91.78,102,53429.98
TX_100195,INV_01,2021-01-28,SELL,CFIN,89.06,181,69388.67
TX_100196,INV_01,2021-01-29,SELL,LIOC,21.28,1104,92643.54
TX_100197,INV_01,2021-02-01,SELL,HAYL,57.51,1322,167908.89
TX_100198,INV_01,2021-02-02,SELL,LOFC,6.4,2320,182608.41
TX_100199,INV_01,2021-02-03,BUY,DIAL,8.67,3159,154947.12
TX_100200,INV_01,2021-02-08,BUY,NTB,50.01,464,131510.24
TX_100201,INV_01,2021-02-10,SELL,CFIN,85.12,136,142970.71
TX_100202,INV_01,2021-02-11,SELL,CFIN,82.75,102,151327.31
TX_100203,INV_01,2021-02-12,BUY,DFCC,52.84,429,128432.25
TX_100204,INV_01,2021-02-15,SELL,AEL,21.29,1072,151024.11
TX_100205,INV_01,2021-02-16,SELL,HHL,80.57,126,161073.9
TX_100206,INV_01,2021-02-17,BUY,LIOC,16.61,1454,136677.93
TX_100207,INV_01,2021-02-18,BUY,HNB,106.29,192,116066.74
TX_100208,INV_01,2021-02-22,SELL,DIAL,8.95,2055,134269.12
TX_100209,INV_01,2021-02-23,SELL,HAYL,46.92,992,180349.87
TX_100210,INV_01,2021-02-25,BUY,NTB,47.24,572,153057.73
TX_100211,INV_01,2021-03-01,BUY,DIAL,8.81,2606,129873.59
TX_100212,INV_01,2021-03-02,SELL,NTB,46.35,624,158503.78
TX_100213,INV_01,2021-03-03,SELL,LFIN,33.12,770,183747.75
TX_100214,INV_01,2021-03-05,BUY,HAYL,42.27,652,155913.29
TX_100215,INV_01,2021-03-08,BUY,CFIN,67.78,345,132295.26
TX_100216,INV_01,2021-03-10,SELL,COMB,61.98,236,146776.78
TX_100217,INV_01,2021-03-12,SELL,NDB,67.55,238,162693.36
TX_100218,INV_01,2021-03-15,BUY,HNB,101.6,240,138066.02
TX_100219,INV_01,2021-03-16,BUY,MELS,28.17,735,117153.7
TX_100220,INV_01,2021-03-17,SELL,LFIN,30.47,577,134558.88
TX_100221,INV_01,2021-03-18,SELL,DIAL,8.95,2192,153974.76
TX_100222,INV_01,2021-03-19,BUY,MELS,26.62,867,130662.14
TX_100223,INV_01,2021-03-25,SELL,MELS,27.06,1781,178367.01
TX_100224,INV_01,2021-03-26,BUY,MELS,26.93,993,151355.93
TX_100225,INV_01,2021-03-29,BUY,HAYL,45.99,493,128455.68
TX_100226,INV_01,2021-03-30,SELL,CFIN,64.63,162,138820.66
TX_100227,INV_01,2021-03-31,SELL,JKH,145.65,57,147039.75
TX_100228,INV_01,2021-04-02,BUY,DIAL,8.95,2465,124764.66
TX_100229,INV_01,2021-04-05,SELL,AEL,19.93,804,140628.46
TX_100230,INV_01,2021-04-06,BUY,HHL,78.23,269,119374.33
TX_100231,INV_01,2021-04-07,SELL,HNB,108.06,314,152965.3
TX_100232,INV_01,2021-04-08,SELL,NTB,45.92,468,174240.87
TX_100233,INV_01,2021-04-09,BUY,HAYL,59.68,437,147899.65
TX_100234,INV_01,2021-04-12,BUY,DIAL,9.09,2441,125499.45
TX_100235,INV_01,2021-04-15,BUY,AEL,21.2,887,106504.72
TX_100236,INV_01,2021-04-16,BUY,HAYL,66.68,239,90409.15
TX_100237,INV_01,2021-04-20,SELL,JKH,143.69,42,96383.75
TX_100238,INV_01,2021-04-21,BUY,LOFC,6.3,2294,81787.03
TX_100239,INV_01,2021-04-22,SELL,HHL,76.92,161,94047.44
TX_100240,INV_01,2021-04-26,BUY,HHL,76.55,184,79821.95
TX_100241,INV_01,2021-04-27,SELL,JKH,140.75,32,84280.81
TX_100242,INV_01,2021-04-28,BUY,LFIN,36.81,343,71530.02
TX_100243,INV_01,2021-04-30,BUY,CFIN,64.0,167,60735.61
TX_100244,INV_01,2021-05-03,SELL,HNB,107.64,236,85885.41
TX_100245,INV_01,2021-05-04,SELL,CFIN,64.63,164,96378.36
TX_100246,INV_01,2021-05-05,BUY,HAYL,58.89,245,81804.98
TX_100247,INV_01,2021-05-06,BUY,HAYL,59.52,206,69420.56
TX_100248,INV_01,2021-05-07,BUY,LIOC,15.63,666,58906.63
TX_100249,INV_01,2021-05-10,SELL,HHL,74.77,167,71268.54
TX_100250,INV_01,2021-05-11,BUY,DIAL,8.74,1223,60473.86
TX_100251,INV_01,2021-05-12,BUY,MELS,28.79,315,51314.46
TX_100252,INV_01,2021-05-13,SELL,DFCC,48.53,395,70294.02
TX_100253,INV_01,2021-05-14,BUY,NDB,63.34,166,59674.8
TX_100254,INV_01,2021-05-17,BUY,HNB,106.19,84,50665.51
TX_100255,INV_01,2021-05-18,SELL,COMB,65.2,177,62090.86
TX_100256,INV_01,2021-05-19,SELL,DFCC,48.37,296,76264.21
TX_100257,INV_01,2021-05-20,SELL,JKH,137.07,24,79520.97
TX_100258,INV_01,2021-05-21,SELL,LIOC,15.63,1358,100534.77
TX_100259,INV_01,2021-05-24,SELL,LFIN,37.88,519,120000.38
TX_100260,INV_01,2021-05-26,SELL,DIAL,8.88,3177,147922.85
TX_100261,INV_01,2021-05-27,SELL,HNB,107.44,198,168982.45
TX_100262,INV_01,2021-05-28,BUY,DIAL,8.88,2855,143383.11
TX_100263,INV_01,2021-05-31,SELL,MELS,29.1,1663,191291.04
TX_100264,INV_01,2021-06-03,BUY,LOFC,6.5,4414,162313.13
TX_100265,INV_01,2021-06-04,SELL,DIAL,9.02,3096,189948.86
TX_100266,INV_01,2021-06-07,BUY,LOFC,6.6,4317,161171.74
TX_100267,INV_01,2021-06-09,BUY,HNB,111.58,216,136828.55
TX_100268,INV_01,2021-06-10,BUY,HAYL,60.78,337,116140.39
TX_100269,INV_01,2021-06-14,BUY,HAYL,59.13,294,98582.28
TX_100270,INV_01,2021-06-15,BUY,LIOC,18.41,803,83648.98
TX_100271,INV_01,2021-06-16,BUY,LFIN,44.22,283,71009.16
TX_100272,INV_01,2021-06-18,BUY,LIOC,17.76,599,60265.7
TX_100273,INV_01,2021-06-22,SELL,HHL,77.86,125,69900.32
TX_100274,INV_01,2021-06-23,BUY,AEL,19.94,525,59327.23
TX_100275,INV_01,2021-06-24,SELL,LIOC,17.51,1369,83062.2
TX_100276,INV_01,2021-06-25,BUY,HAYL,60.15,207,70486.14
TX_100277,INV_01,2021-06-30,SELL,HHL,76.27,94,77583.52
TX_100278,INV_01,2021-07-01,SELL,DIAL,9.03,2322,98349.66
TX_100279,INV_01,2021-07-02,SELL,LOFC,6.5,4496,127281.42
TX_100280,INV_01,2021-07-05,SELL,HAYL,59.52,1521,216911.02
TX_100281,INV_01,2021-07-06,BUY,LFIN,44.42,732,184068.01
TX_100282,INV_01,2021-07-07,SELL,DFCC,50.47,222,195160.21
TX_100283,INV_01,2021-07-08,BUY,LFIN,44.07,664,165608.45
TX_100284,INV_01,2021-07-13,SELL,COMB,67.13,132,174381.43
TX_100285,INV_01,2021-07-16,BUY,COMB,67.44,387,148020.24
TX_100286,INV_01,2021-07-19,BUY,CFIN,74.82,296,125652.06
TX_100287,INV_01,2021-07-20,BUY,MELS,33.32,565,106637.38
TX_100288,INV_01,2021-07-21,SELL,LOFC,7.0,3372,130005.34
TX_100289,INV_01,2021-07-22,BUY,NDB,64.85,300,110356.42
TX_100290,INV_01,2021-07-23,BUY,HHL,75.6,218,93710.67
TX_100291,INV_01,2021-07-27,BUY,DIAL,8.59,1635,79520.8
TX_100292,INV_01,2021-07-28,BUY,JKH,134.17,88,67595.35
TX_100293,INV_01,2021-07-29,BUY,NTB,47.86,211,57396.39
TX_100294,INV_01,2021-07-30,SELL,JKH,135.16,40,62748.56
TX_100295,INV_01,2021-08-02,BUY,LIOC,16.94,555,53252.99
TX_100296,INV_01,2021-08-04,SELL,DFCC,49.54,167,61444.14
TX_100297,INV_01,2021-08-05,SELL,HHL,73.16,125,70497.93
TX_100298,INV_01,2021-08-09,BUY,LFIN,45.5,232,59836.84
TX_100299,INV_01,2021-08-10,SELL,LOFC,6.6,2529,76361.32
TX_100300,INV_01,2021-08-11,BUY,DFCC,48.79,234,64830.95
TX_100301,INV_01,2021-08-13,SELL,HNB,108.06,202,86440.43
TX_100302,INV_01,2021-08-17,BUY,LOFC,8.1,1600,73350.83
TX_100303,INV_01,2021-08-19,SELL,CFIN,66.94,197,86406.95
TX_100304,INV_01,2021-08-20,SELL,MELS,31.55,1388,129765.35
TX_100305,INV_01,2021-08-23,BUY,MELS,31.55,616,110133.98
TX_100306,INV_01,2021-08-24,BUY,COMB,65.9,250,93494.91
TX_100307,INV_01,2021-08-25,BUY,NTB,46.76,299,79373.14
TX_100308,INV_01,2021-08-26,BUY,NDB,67.03,177,67390.36
TX_100309,INV_01,2021-08-27,BUY,HNB,115.11,87,57275.64
TX_100310,INV_01,2021-08-30,SELL,HAYL,86.1,1141,154533.81
TX_100311,INV_01,2021-08-31,BUY,DIAL,8.01,2895,131126.59
TX_100312,INV_01,2021-09-01,BUY,NDB,64.26,306,111266.19
TX_100313,INV_01,2021-09-02,BUY,HHL,67.35,247,94465.26
TX_100314,INV_01,2021-09-03,BUY,DFCC,50.97,277,80204.2
TX_100315,INV_01,2021-09-06,BUY,HHL,66.97,179,68096.47
TX_100316,INV_01,2021-09-07,SELL,LIOC,17.35,1166,88123.01
TX_100317,INV_01,2021-09-08,SELL,MELS,35.09,1195,129634.6
TX_100318,INV_01,2021-09-09,BUY,DIAL,8.01,2429,109995.17
TX_100319,INV_01,2021-09-10,SELL,LFIN,44.49,867,148186.49
TX_100320,INV_01,2021-09-13,SELL,NDB,64.6,416,174789.79
TX_100321,INV_01,2021-09-17,SELL,HNB,116.15,174,194797.28
TX_100322,INV_01,2021-09-20,SELL,LIOC,16.45,874,209029.71
TX_100323,INV_01,2021-09-21,SELL,NTB,45.92,479,230805.34
TX_100324,INV_01,2021-09-24,BUY,DIAL,7.86,4405,195842.68
TX_100325,INV_01,2021-09-27,SELL,NTB,46.17,359,212252.88
TX_100326,INV_01,2021-09-28,SELL,LOFC,9.7,2297,234310.97
TX_100327,INV_01,2021-09-29,BUY,LIOC,16.69,2105,198818.19
TX_100328,INV_01,2021-10-01,SELL,AEL,20.16,956,217894.72
TX_100329,INV_01,2021-10-05,SELL,DIAL,7.93,4583,253883.1
TX_100330,INV_01,2021-10-06,SELL,NTB,50.89,269,267435.87
TX_100331,INV_01,2021-10-08,BUY,JKH,149.87,267,227019.48
TX_100332,INV_01,2021-10-14,BUY,DFCC,54.09,629,192658.86
TX_100333,INV_01,2021-10-15,SELL,NTB,50.13,202,202684.39
TX_100334,INV_01,2021-10-18,BUY,HNB,124.86,243,172040.48
TX_100335,INV_01,2021-10-19,SELL,LOFC,9.6,1723,188415.87
TX_100336,INV_01,2021-10-26,BUY,LFIN,48.58,581,159909.23
TX_100337,INV_01,2021-10-27,BUY,HAYL,84.13,285,135691.07
TX_100338,INV_01,2021-10-29,BUY,DIAL,8.15,2496,115139.62
TX_100339,INV_01,2021-11-01,SELL,DFCC,55.6,410,137707.91
TX_100340,INV_01,2021-11-02,BUY,LFIN,47.72,432,116887.07
TX_100341,INV_01,2021-11-03,BUY,LFIN,47.65,367,99225.56
TX_100342,INV_01,2021-11-04,SELL,NDB,64.6,312,119178.04
TX_100343,INV_01,2021-11-05,BUY,CFIN,74.33,240,101161.0
TX_100344,INV_01,2021-11-08,BUY,MELS,37.05,409,85854.96
TX_100345,INV_01,2021-11-09,SELL,NDB,63.34,234,100527.81
TX_100346,INV_01,2021-11-10,BUY,LIOC,20.13,749,85298.7
TX_100347,INV_01,2021-11-11,BUY,HAYL,76.35,167,72420.7
TX_100348,INV_01,2021-11-15,BUY,LIOC,22.67,479,61454.08
TX_100349,INV_01,2021-11-16,BUY,LFIN,44.57,206,52181.56
TX_100350,INV_01,2021-11-17,SELL,HAYL,78.08,969,127084.59
TX_100351,INV_01,2021-11-22,BUY,LOFC,27.4,695,107851.16
TX_100352,INV_01,2021-11-23,SELL,HHL,66.08,200,120934.21
TX_100353,INV_01,2021-11-24,SELL,COMB,64.82,259,137553.61
TX_100354,INV_01,2021-11-25,BUY,NTB,50.39,409,116739.9
TX_100355,INV_01,2021-11-26,SELL,AEL,24.8,717,134344.22
TX_100356,INV_01,2021-11-30,BUY,AEL,26.47,761,114002.33
TX_100357,INV_01,2021-12-01,SELL,CFIN,68.42,207,128023.82
TX_100358,INV_01,2021-12-02,BUY,AEL,26.47,725,108644.22
TX_100359,INV_01,2021-12-03,SELL,JKH,142.32,97,122310.91
TX_100360,INV_01,2021-12-06,BUY,HNB,123.41,148,103864.16
TX_100361,INV_01,2021-12-07,BUY,NDB,59.81,260,88156.89
TX_100362,INV_01,2021-12-08,SELL,HAYL,82.76,727,147720.75
TX_100363,INV_01,2021-12-13,SELL,NTB,46.68,254,159458.43
TX_100364,INV_01,2021-12-15,BUY,LIOC,36.37,657,135321.14
TX_100365,INV_01,2021-12-16,SELL,NDB,58.89,240,149313.79
TX_100366,INV_01,2021-12-17,BUY,NDB,58.72,381,126716.27
TX_100367,INV_01,2021-12-21,SELL,LFIN,46.64,1047,175064.62
