date,action,wealth_change,market_gap,true_lambda
2020-02-21,SELL,0.0,0.0,2.0000027763530315
2020-02-24,SELL,-2651.6869304188294,-0.3352955700154592,2.0000030597867946
2020-02-25,SELL,-8809.20046377217,-0.5247035340638417,2.0000031603078927
2020-02-26,SELL,-7910.39132118132,-1.3823460251339403,2.0000032640038397
2020-02-27,HOLD,-2455.248099804856,0.42594450690144336,2.0000033709705747
2020-02-28,SELL,-6948.300200223923,-0.8860333825178923,2.000003481306793
2020-03-02,HOLD,-217.58475089003332,0.5924009784056161,2.0000038335622308
2020-03-03,SELL,6317.665222168551,-0.3057480134168067,2.0000039584211193
2020-03-04,SELL,-12407.661883832188,-1.3338747454421984,2.0000040871869955
2020-03-05,SELL,-7764.472639798536,-0.6336201108295025,2.000004219976729
2020-03-06,SELL,-17925.22568345128,-0.7502329621768333,2.000004356910509
2020-03-09,BUY,0.0,0.0,2.0000047938297083
2020-03-10,BUY,-19263.624656200293,-2.618954283298813,2.0000049486111293
2020-03-11,HOLD,16127.369095087284,0.03825249246725004,2.0000051081905337
2020-03-12,SELL,-29089.8201444149,-1.4238476153209718,2.0000052727099757
2020-03-13,SELL,-16943.1992704866,-1.8763402523188644,2.000005442315499
2020-03-16,HOLD,0.0,0.0,2.0000059831710737
2020-03-17,SELL,0.0,0.0,2.000006174664898
2020-03-18,HOLD,0.0,0.0,2.000006372038648
2020-03-19,HOLD,0.0,0.0,2.000006575464609
2020-03-20,HOLD,-47500.511324882274,-6.148720236471551,2.0000067851198513
2020-03-23,SELL,0.0,0.0,2.000007453306344
2020-03-24,BUY,0.0,0.0,2.0000076897494927
2020-03-25,HOLD,0.0,0.0,2.0000079333834844
2020-03-26,SELL,0.0,0.0,2.0000081844168105
2020-03-27,BUY,0.0,0.0,2.000008443063684
2020-03-30,SELL,0.0,0.0,2.0000092669166407
2020-03-31,SELL,3422.2080078125,-0.425922222974795,2.0000095582794644
2020-04-01,SELL,0.0,0.0,2.000009858417978
2020-04-02,BUY,0.0,0.0,2.0000101675839304
2020-04-03,HOLD,0.0,0.0,2.000010486035895
2020-04-06,SELL,0.0,0.0,2.0000114997996503
2020-04-07,SELL,0.0,0.0,2.000011858124059
2020-04-08,HOLD,0.0,0.0,2.0000122271359326
2020-04-09,BUY,0.0,0.0,2.000012607138577
2020-04-10,SELL,0.0,0.0,2.000012998443422
2020-04-13,BUY,0.0,0.0,2.000014243411619
2020-04-14,HOLD,0.0,0.0,2.000014683209257
2020-04-15,SELL,0.0,0.0,2.000015135995383
2020-04-16,SELL,0.0,0.0,2.0000156021346047
2020-04-17,HOLD,0.0,0.0,2.0000160820011765
2020-04-20,BUY,0.0,0.0,2.0000176078572753
2020-04-21,SELL,0.0,0.0,2.0000181465771703
2020-04-22,SELL,0.0,0.0,2.0000187010489063
2020-04-23,HOLD,0.0,0.0,2.0000192717098035
2020-04-24,HOLD,0.0,0.0,2.000019859008612
2020-04-27,BUY,0.0,0.0,2.0000217253972696
2020-04-28,HOLD,0.0,0.0,2.0000223839736004
2020-04-29,BUY,0.0,0.0,2.000023061612929
2020-04-30,HOLD,0.0,0.0,2.0000237588386165
2020-05-01,BUY,0.0,0.0,2.000024476187528
2020-05-04,SELL,0.0,0.0,2.0000267545516373
2020-05-05,BUY,0.0,0.0,2.000027558043616
2020-05-06,SELL,0.0,0.0,2.0000283845572513
2020-05-07,SELL,0.0,0.0,2.000029234717464
2020-05-08,HOLD,0.0,0.0,2.0000301091650923
2020-05-11,SELL,-36517.12504196144,-5.043551854469108,2.000032884887551
2020-05-12,SELL,-28842.018506289343,-0.4963824318435006,2.000033863224872
2020-05-13,BUY,35322.472331285244,-2.2032817777696057,2.000034869305975
2020-05-14,HOLD,6205.4505686764605,-2.0841375603966372,2.000035903875364
2020-05-15,SELL,19537.30310130096,0.32850536956878784,2.0000369676962615
2020-05-18,SELL,16979.388646602398,3.12163806764858,2.000040342590153
2020-05-19,HOLD,12153.782375335693,0.6141560177880256,2.0000415314390243
2020-05-20,SELL,-6084.679329395294,1.6636556766100097,2.0000427536517815
2020-05-21,HOLD,25483.56475210213,3.871366053263814,2.0000440101133896
2020-05-22,SELL,-7790.534914970631,0.7909660388807249,2.0000453017307667
2020-05-25,HOLD,0.0,0.0,2.00004939692658
2020-05-26,HOLD,-6790.254967689281,-1.016847533666132,2.0000508386930322
2020-05-27,SELL,3592.5493817331735,0.4267571504149359,2.000052320497049
2020-05-28,SELL,4086.622609615093,1.6616154136962047,2.00005384338816
2020-05-29,SELL,-5630.262739181286,-1.3509095105822766,2.000055408441582
2020-06-01,HOLD,-2907.4038877488347,-2.3232288584387306,2.0000603677253443
2020-06-02,BUY,-3366.081236839178,0.9449959583679113,2.00006211271431
2020-06-03,BUY,705.2689356801566,-1.1215121234273373,2.000063905647549
2020-06-04,HOLD,1368.2843065266497,-0.051405707197704764,2.0000657477669193
2020-06-05,BUY,0.0,0.0,2.000067640344254
2020-06-08,SELL,18674.336411952274,0.18498857009867642,2.000073634006015
2020-06-09,HOLD,10484.502524137846,0.7374720335896257,2.0000757417565107
2020-06-10,SELL,537.8904874320142,-0.2014206259219553,2.000077906797414
2020-06-11,BUY,3645.3778219226515,0.35866472684049633,2.0000801305947857
2020-06-12,SELL,-2563.3768568040105,0.2931744284468407,2.0000824146495795
2020-06-15,BUY,-5771.09134912421,0.2965180576502302,2.0000896439074562
2020-06-16,BUY,5907.439331053756,0.8642608884205982,2.000092184726188
2020-06-17,HOLD,11336.482043267111,0.696745705190116,2.000094793857563
2020-06-18,BUY,10895.968618392595,-0.3402396294383436,2.000097473028335
2020-06-19,SELL,1328.6745166776236,0.597265186448448,2.0001002240057724
2020-06-22,SELL,12929.925645113108,1.536944750280056,2.0001089260767584
2020-06-23,SELL,4665.092324018362,1.1081682888350874,2.0001119827944516
2020-06-24,HOLD,-2095.9776029584464,1.0255063882227078,2.00011512079372
2020-06-25,BUY,22311.322048186907,-1.9592291267344741,2.0001183421036632
2020-06-26,SELL,2308.273313522339,-0.10772600445536629,2.000121648800299
2020-06-29,BUY,-4628.619745254167,-0.08735506372958834,2.0001321026951313
2020-06-30,BUY,-4664.460823059082,0.13438927348110585,2.000135772671934
2020-07-01,HOLD,-29.212455750675872,-0.4406429146321278,2.000139539154392
2020-07-02,HOLD,-9957.088661432033,-0.20749413294283148,2.0001434045213453
2020-07-03,SELL,-14542.341014862177,-0.11581529166059257,2.00014737120583
2020-07-06,BUY,-2619.79861926951,0.20000877632687653,2.0001599043313396
2020-07-07,HOLD,7102.956280707964,0.29645998727001466,2.0001643017396966
2020-07-08,HOLD,-6035.781894683954,-0.08995135793726794,2.0001688134834574
2020-07-09,SELL,2660.7463121416513,0.15436118411638056,2.000173442344972
2020-07-10,HOLD,-21814.563745498308,-0.5083782986269547,2.0001781911690255
2020-07-13,SELL,-25028.29888510669,-0.28690678605648445,2.0001931868274445
2020-07-14,BUY,13959.179193734424,0.33507037822206875,2.0001984452428228
2020-07-15,SELL,-6065.206781387213,-0.12190940464572586,2.0002038388261174
2020-07-16,BUY,6353.680498122703,0.7145510540111477,2.000209370823993
2020-07-17,SELL,12773.95921421086,-0.23242615591596572,2.000215044554851
2020-07-20,SELL,12710.44610452652,-0.18666572522065827,2.0002329504353864
2020-07-21,BUY,-2539.4037394528277,-0.054680351372338176,2.000239225767162
2020-07-22,BUY,482.4265599254286,-0.7452099064072071,2.000245660550565
2020-07-23,BUY,4393.94324588764,-0.4554468869513384,2.0002522585651152
2020-07-24,SELL,2955.724192857626,-0.22940525126300404,2.0002590236725357
2020-07-27,HOLD,3939.845128536108,0.3076734565892414,2.000280361435977
2020-07-28,SELL,-6663.822801112779,0.43931810077173505,2.0002878352325664
2020-07-29,BUY,-3711.582704543951,0.03959163904568852,2.0002954967204643
2020-07-30,SELL,-2207.0712237355765,-0.19647760513988866,2.000303350289058
2020-07-31,HOLD,6977.7301802632865,0.4179931422572114,2.0003114004216744
2020-08-03,HOLD,0.0,0.0,2.000336776483729
2020-08-04,HOLD,8795.763393879286,0.6299327343315175,2.0003456596476177
2020-08-05,BUY,2094.550333499559,-0.47927668974809823,2.0003547632647884
2020-08-06,BUY,6374.3458456990775,-0.27163200672786214,2.000364092420734
2020-08-07,BUY,-18.929218292119913,0.349033882095362,2.000373652308005
2020-08-10,SELL,-5996.67321729695,-0.08163009147599265,2.000403769931202
2020-08-11,BUY,9245.67397832917,-0.07374285729120356,2.0004143068808307
2020-08-12,HOLD,5174.031344413292,1.4596087979459327,2.000425102201241
2020-08-13,HOLD,5712.597604752053,0.24306861091316634,2.000436161770275
2020-08-14,BUY,9812.5901346209,-0.07549704903240251,2.0004474915874413
2020-08-17,HOLD,-7324.9185829159105,0.6616943258107799,2.0004831643946197
2020-08-18,BUY,8402.120246886392,-0.3110353203642502,2.000495637711029
2020-08-19,BUY,24641.87413859507,-0.9910356481143134,2.000508413176861
2020-08-20,SELL,-725.7412199985702,0.14417267106705545,2.0005214975693377
2020-08-21,BUY,14377.379954338423,-0.5803002634602317,2.0005348978035644
2020-08-24,SELL,-2634.5779817100847,0.4749597557736296,2.00057706482787
2020-08-25,HOLD,-3196.9232835773146,-0.47043023543640317,2.000591800424503
2020-08-26,HOLD,-5484.793098688358,-0.046856847935183854,2.0006068885938357
2020-08-27,BUY,-320.46595478069503,-0.45671240022697734,2.0006223371310723
2020-08-28,HOLD,2514.9797058112454,0.03636270739590941,2.0006381539872344
2020-08-31,HOLD,-3258.9657187465345,0.3175056962633649,2.000687896373911
2020-09-01,BUY,0.0,0.0,2.0007052692279457
2020-09-02,BUY,864.4385466580279,-0.5743758153691658,2.000723052589401
2020-09-03,BUY,-2268.4404354096623,0.04347198452966383,2.000741255402407
2020-09-04,SELL,-6219.898972033989,-0.2892708251174603,2.0007598867866685
2020-09-07,SELL,-4776.743731023045,-0.0813825852792216,2.0008184462604564
2020-09-08,BUY,2624.3966965683503,-0.2939477915718247,2.000838886743322
2020-09-09,SELL,8930.230924607138,0.22527571088537535,2.0008598041351853
2020-09-10,BUY,6320.781905650278,-0.3217117673736558,2.000881208673118
2020-09-11,BUY,6797.983082771301,-0.01871744461634517,2.000903110791448
2020-09-14,SELL,13581.096355438465,-0.4170068612868727,2.000971909999702
2020-09-15,BUY,2077.599081992521,0.0589522867897152,2.0009959108430064
2020-09-16,BUY,17866.991302968236,-1.1195683298737436,2.0010204645127545
2020-09-17,BUY,24647.898961066618,0.5762540298854368,2.0010455826967326
2020-09-18,BUY,11003.739030837314,0.2191768755660295,2.001071277303685
2020-09-21,BUY,9930.326001883252,-0.9949117694040721,2.0011519421391064
2020-09-22,BUY,2376.9823591707973,-0.9976656700889763,2.0011800660698307
2020-09-23,BUY,2479.804250716581,-0.4954125728742209,2.001208829407519
2020-09-24,HOLD,1690.7433490750846,-0.32723674389738555,2.00123824546282
2020-09-25,SELL,2443.82748389279,-0.2261715268808695,2.001268327793134
2020-09-28,BUY,7359.307737350813,-0.15585140350145021,2.0013627117908377
2020-09-29,HOLD,-3078.0235214238055,-0.4930300714909186,2.0013955998663175
2020-09-30,BUY,-3953.1606526374817,-0.1404085363942542,2.0014292258417776
2020-10-01,BUY,0.0,0.0,2.001463604837761
2020-10-02,BUY,6811.0694496635115,-1.0113304937772294,2.0014987522495242
2020-10-05,SELL,-90603.45810317958,1.8470285773069186,2.001608963140697
2020-10-06,SELL,-10439.443368912092,0.37345033046911613,2.001647343809408
2020-10-07,HOLD,7236.326057434431,-0.731215036277999,2.001686574138521
2020-10-08,BUY,21325.14170598914,-0.27753005881012704,2.0017266712607955
2020-10-09,BUY,14830.984023809666,-0.16085146027187136,2.00176765261387
2020-10-12,HOLD,1157.9125571259065,-0.7036211610792931,2.0018960811021094
2020-10-13,SELL,-8912.670694351895,-0.4283031529055181,2.001940780010512
2020-10-14,BUY,25072.407108783606,-0.6742386991045457,2.00198645506989
2020-10-15,BUY,24660.666860104073,-1.615344148748088,2.0020331256430706
2020-10-16,HOLD,126.11674117960501,0.16913465093981728,2.0020808114301567
2020-10-19,HOLD,-2508.3124861714896,0.7605544114697493,2.0022301622363274
2020-10-20,SELL,754.3569598203758,0.13014777431081814,2.0022821127948642
2020-10-21,SELL,-56429.94631648017,1.2694441725286438,2.0023351822968793
2020-10-22,BUY,8293.820419310592,-0.5297468979180708,2.0023893925687175
2020-10-23,BUY,-609.2607536315918,0.19209867355545196,2.0024447658086157
2020-10-26,SELL,-17622.990419386886,-0.08604004490690986,2.0026180910053677
2020-10-27,HOLD,1082.5106477731606,0.16215145368050354,2.0026783457180306
2020-10-28,HOLD,-14154.790426254156,0.4889367844696846,2.0027398801492455
2020-10-29,BUY,29007.291835784446,-1.1096557030432885,2.0028027188377706
2020-10-30,BUY,0.0,0.0,2.0028668867310553
2020-11-02,SELL,-9383.330666541704,0.11083353357448367,2.003067621358649
2020-11-03,SELL,19053.066889762413,-0.5679019444567723,2.0031373639102314
2020-11-04,HOLD,7111.401548863272,0.3048054402914113,2.00320856672573
2020-11-05,HOLD,15099.717794418451,-0.2354304726617018,2.0032812573202614
2020-11-06,HOLD,16215.456728457939,-0.623150012644258,2.003355463656528
2020-11-09,BUY,3825.9395608904306,0.02488478165496577,2.0035874635770377
2020-11-10,SELL,-1248.8704843517626,1.4616908613572788,2.0036680216601463
2020-11-11,HOLD,5248.304809570196,0.36057807324907376,2.0037502422139837
2020-11-12,HOLD,-9841.309864045004,-0.2433260731836917,2.003834156008322
2020-11-13,HOLD,-851.4354763026349,-0.008726483224030801,2.003919794301397
2020-11-16,SELL,-3192.499634743086,-0.300582572323127,2.0041873762084044
2020-11-17,SELL,2164.316913605202,0.1666012612338008,2.0042802350584834
2020-11-18,BUY,-2994.1374530792236,0.3564671339814307,2.004374982236366
2020-11-19,HOLD,-5449.0219211577205,0.1413501693543151,2.004471652058125
2020-11-20,SELL,1771.888969420921,-0.07403701404344876,2.0045702793709754
2020-11-23,SELL,-332.3026733393781,-0.039771712080594046,2.004878262826395
2020-11-24,HOLD,2079.8021526339,0.27478470766650887,2.004985079417307
2020-11-25,BUY,7207.754369734903,-0.031119860833617174,2.005094035921664
2020-11-26,HOLD,3003.2617874147836,0.017364392948593377,2.0052051705054508
2020-11-27,SELL,1439.0129451754037,0.2717543675611278,2.0053185219100444
2020-11-30,BUY,7073.694587707287,0.14627040752002163,2.005672273228592
2020-12-01,HOLD,12977.241008759593,0.5460172397010687,2.0057948910637187
2020-12-02,BUY,2389.380423545139,0.35853811929453805,2.00591992828346
2020-12-03,HOLD,4508.163763046032,-0.1777233725970273,2.0060474272175055
2020-12-04,HOLD,10590.209515571361,-0.36872347980840825,2.0061774308164737
2020-12-07,HOLD,12841.289294243092,0.693088097284833,2.0065829085614904
2020-12-08,BUY,20506.71495199087,0.4182793776120519,2.0067233729758645
2020-12-09,HOLD,1796.6252622616012,-0.1924865273872589,2.0068665663533967
2020-12-10,BUY,-8201.023754120106,0.241881408541611,2.0070125355092387
2020-12-11,BUY,4472.061180114048,-0.4339380090351064,2.0071613279259344
2020-12-14,SELL,2603.8183383948635,0.030873569996980876,2.007625129717974
2020-12-15,SELL,-11957.219426154392,0.060762925527446665,2.0077857035856446
2020-12-16,HOLD,-3040.630922317505,0.08017647519107385,2.00794934837217
2020-12-17,SELL,-6359.301338196499,-0.17140405810633919,2.008116115705187
2020-12-18,HOLD,-2559.9745922088623,-0.1526840787313244,2.008286057926691
2020-12-21,BUY,-196.7131328578107,0.3004044874412637,2.008815468198612
2020-12-22,BUY,348.11436653137207,0.1390186220736611,2.008998647916426
2020-12-23,SELL,-2642.347809315892,-0.1380252389474812,2.009185275183278
2020-12-24,HOLD,6152.248250962235,0.3966933131742678,2.0093754067683767
2020-12-25,SELL,0.0,0.0,2.0095691002022598
2020-12-28,BUY,8233.556955814129,-0.17761467366081973,2.0101721384620252
2020-12-29,HOLD,0.0,0.0,2.01038067005638
2020-12-30,HOLD,-356.6582341189496,0.6710063639408959,2.0105930628053175
2020-12-31,SELL,-2332.604650497902,0.46377080833770457,2.01080937894703
2021-01-01,SELL,0.0,0.0,2.0110296815274293
2021-01-04,BUY,8195.87932777335,1.1164938187950835,2.0117151506129014
2021-01-05,BUY,11632.86032772041,-0.3113242802819771,2.0119520457900117
2021-01-06,BUY,-1527.9728984832764,-0.026227088843799873,2.012193254979194
2021-01-07,BUY,6670.93613338517,-0.997168854930075,2.0124388462090637
2021-01-08,BUY,12791.62390518235,-0.6940191242542193,2.012688888361112
2021-01-11,BUY,2457.4490661616437,0.741826483374286,2.0134664220905614
2021-01-12,BUY,15411.886465071933,-0.945137830931686,2.013734974023635
2021-01-13,BUY,28410.282287599053,-1.0387261410931936,2.0140083342987247
2021-01-14,BUY,0.0,0.0,2.01428657704547
2021-01-15,BUY,56944.12816047552,-0.5245084009869894,2.0145697772895628
2021-01-18,BUY,79152.688850404,-2.995171936002805,2.015449886828366
2021-01-19,SELL,-8427.110641479027,2.5008130131698003,2.0157536854471334
2021-01-20,BUY,29253.12638473464,-1.0347276566156305,2.016062830338935
2021-01-21,HOLD,48700.835599898826,-0.42933714224135944,2.0163774020287484
2021-01-22,BUY,46312.03282546997,0.24930634940250052,2.016697481977971
2021-01-25,BUY,39396.740684508346,2.9183800767946577,2.0176916001571095
2021-01-26,HOLD,-16921.37274551345,1.2506337952842395,2.0180345466767937
2021-01-27,HOLD,10301.476064683171,-0.676933344299746,2.0183834229984567
2021-01-28,BUY,0.0,0.0,2.0187383163144084
2021-01-29,HOLD,-29133.559052468045,2.2559189859330475,2.0190993147900405
2021-02-01,SELL,-24111.71958446433,-0.4430595848247232,2.020219837526882
2021-02-02,SELL,-104242.75132656167,0.12167783984242675,2.020606157925385
2021-02-03,HOLD,49285.43900775886,-0.4738963239671268,2.020999039073928
2021-02-04,BUY,0.0,0.0,2.021398575075247
2021-02-05,BUY,3845.7402772910427,0.043635994685775614,2.02180486103712
2021-02-08,BUY,0.0,-2.319401991344616,2.023065184925124
2021-02-09,BUY,39.60070800734684,-1.7918471039992556,2.02349944204946
2021-02-10,SELL,-96051.69550991128,4.524921723712249,2.023940939888779
2021-02-11,SELL,-16369.382675170433,-0.26183767815067815,2.0243897796633026
2021-02-12,BUY,66673.59274864243,-0.7535201964049332,2.0248460636244907
2021-02-15,SELL,-33078.82192993141,2.0146807570105896,2.0262606186775898
2021-02-16,SELL,-36982.740854264004,-1.2403778101401914,2.0267477226340493
2021-02-17,HOLD,3687.3540287013166,-0.4491981023058145,2.027242797610224
2021-02-18,BUY,28724.385402680142,-0.3951400539832006,2.0277459521072143
2021-02-19,BUY,1733.0794610979501,0.25442597625202623,2.0282572956766716
2021-02-22,SELL,-31633.706220628228,0.29222291492735364,2.0298415721381358
2021-02-23,SELL,-44192.59849643591,-0.7560814449980686,2.0303867885959246
2021-02-24,SELL,-1165.5589680671692,0.11758740665097633,2.030940757711226
2021-02-25,HOLD,15961.859436988365,0.9902206777392841,2.0315035953776763
2021-02-26,BUY,0.0,0.0,2.032075418550701
2021-03-01,BUY,5613.896966456668,-0.5445877240946251,2.03384598660735
2021-03-02,HOLD,-23904.042460918427,0.13597058779517557,2.0344549426232703
2021-03-03,SELL,-28375.282758711837,-0.11716633193441517,2.0350734848735224
2021-03-04,SELL,-22393.286067486275,-0.45826167395193185,2.035701736695748
2021-03-05,HOLD,7650.269524575444,0.14558232654975356,2.0363398224913096
2021-03-08,SELL,36964.66089916183,0.8895658553468522,2.038314343674258
2021-03-09,HOLD,1863.1297183034476,-0.0447305888488847,2.0389930306271293
2021-03-10,SELL,-17775.642347812885,0.05547001833423604,2.0396821894887407
2021-03-11,SELL,0.0,0.0,2.0403819510232823
2021-03-12,HOLD,8410.547740936512,0.17041710155227818,2.0410924470500276
2021-03-15,SELL,-10652.818151950138,-0.14949092501889139,2.0432896760551373
2021-03-16,SELL,-7741.032066345215,0.062478419900269255,2.0440444492638967
2021-03-17,SELL,-11926.548183919862,0.02946619835352271,2.0448106318027817
2021-03-18,SELL,-13995.354218004271,-0.26934354020508033,2.0455883617672246
2021-03-19,SELL,-7288.857107162476,0.022281186984796086,2.046377778287247
2021-03-22,BUY,11149.290523529053,0.04367583951716547,2.0488175539145437
2021-03-23,SELL,1647.0991210930515,0.41668526620528556,2.049655128504166
2021-03-24,BUY,22551.071698666085,0.4801690893114774,2.050505100669744
2021-03-25,SELL,-8383.66281032539,0.1404368739937878,2.0513676156558054
2021-03-26,HOLD,430.2861480708234,0.3972195007562629,2.0522428197078364
2021-03-29,BUY,1405.429317473201,0.4870989420271865,2.0549460436019
2021-03-30,SELL,-1054.42865991476,0.006305209904178266,2.0558734861772487
2021-03-31,HOLD,9427.197635173565,-1.9178183585535025,2.0568143638415815
2021-04-01,BUY,10370.485342979431,-0.28040592361777694,2.0577688287106186
2021-04-02,SELL,0.0,0.0,2.0587370338530113
2021-04-05,SELL,6192.552493095165,-0.30209706744468434,2.0617256357282354
2021-04-06,SELL,17813.000870704185,0.5725868008904955,2.0627503514185657
2021-04-07,BUY,5961.782422065502,0.19570900649870104,2.0637895867243143
2021-04-08,HOLD,12338.134279251797,0.5836287107833238,2.0648435002500447
2021-04-09,BUY,16278.518767356407,-0.7541566392221144,2.0659122514896135
2021-04-12,BUY,15545.251051902305,0.18802452108221956,2.069209139547754
2021-04-13,HOLD,0.0,0.0,2.0703388539946217
2021-04-14,SELL,0.0,0.0,2.071484216586664
2021-04-15,HOLD,12789.80663490342,-0.5368159109606863,2.0726453919221965
2021-04-16,SELL,-1761.3646812438965,-0.13061825183149356,2.073822545408436
2021-04-19,HOLD,-10936.868590354221,-0.07984525740069026,2.0774515407033287
2021-04-20,SELL,-32113.535687446827,-0.25229840356971733,2.078694276582895
2021-04-21,SELL,10043.847319602733,-0.096821395214719,2.0799538293179087
2021-04-22,SELL,-21091.40813827468,0.1990684780498353,2.081230368884887
2021-04-23,SELL,-10982.684440612094,-0.8686649665736068,2.082524065971064
2021-04-26,SELL,0.0,0.0,2.086509819548962
2021-04-27,SELL,-18810.89621353266,-1.0884181264415482,2.087873867246815
2021-04-28,SELL,20331.856880188687,0.9925066730894327,2.0892559360035783
2021-04-29,BUY,-92.91069793677889,-0.5646175930824282,2.090656200431026
2021-04-30,SELL,-642.2786097528879,0.2963490500357713,2.0920748357347514
2021-05-03,HOLD,-5456.855308055645,-0.20668607894351876,2.0964427274803037
2021-05-04,HOLD,-8726.101968289586,-0.4574687575573,2.0979366095735195
2021-05-05,BUY,8225.536082268925,-0.10934012956980155,2.0994497468246993
2021-05-06,BUY,3905.8004817962646,-0.10972391726027375,2.1009823176045708
2021-05-07,BUY,8998.36920928955,0.5300327749863776,2.1025345007413154
2021-05-10,SELL,-16831.24610138056,0.11243149412981657,2.1073105189903005
2021-05-11,SELL,4630.398172378074,-0.21125912226984678,2.1089429482380724
2021-05-12,SELL,223.4993057262618,0.22825551099507901,2.1105958900923096
2021-05-13,SELL,7140.967855453026,0.06319256170388421,2.1122695256682675
2021-05-14,BUY,0.0,0.0,2.1139640363822454
2021-05-17,BUY,16936.479970932007,1.062887658488476,2.1191746375239724
2021-05-18,SELL,2381.8036117546726,0.3106152720101729,2.1209544681250283
2021-05-19,HOLD,-691.9291896813083,-0.022308654865033084,2.122756084606529
2021-05-20,SELL,-5048.547038078075,-0.49074400649242733,2.1245796696723427
2021-05-21,SELL,-6821.319360732799,-0.33345110971630954,2.126425406150578
2021-05-24,SELL,-2101.116020203568,0.18588410588228355,2.132097353636006
2021-05-25,HOLD,8843.676210404374,0.12624559650191713,2.1340335255784146
2021-05-26,SELL,0.0,0.0,2.135992763980127
2021-05-27,BUY,0.0,0.0,2.137975251834479
2021-05-28,SELL,5931.79714965797,0.5238899336491354,2.1399811720617428
2021-05-31,SELL,7389.200890541542,0.16668751506885293,2.1461413544579573
2021-06-01,HOLD,14263.592842101352,-0.3908325245363553,2.1482428308647616
2021-06-02,BUY,8677.052497863537,-0.7556065176223759,2.1503686520905423
2021-06-03,SELL,8468.79428672744,0.1401617849161374,2.152518999975809
2021-06-04,SELL,-632.7748861296568,0.7354846441700702,2.1546940560703782
2021-06-07,HOLD,10263.461987495655,-0.543600861843907,2.161369284057574
2021-06-08,HOLD,-4841.6766662599985,-0.33687132247380847,2.163644981519754
2021-06-09,SELL,5127.688991546631,-0.10006636154138437,2.1659462894204102
2021-06-10,BUY,10260.576482772827,0.21860429900280032,2.1682733868638957
2021-06-11,SELL,-892.7451186180115,-0.15911609477449185,2.1706264524263883
2021-06-14,BUY,4311.772698401939,-0.736772648751105,2.1778432349187726
2021-06-15,SELL,-1763.3304800982587,0.02770492187067486,2.180301946904842
2021-06-16,HOLD,3497.2941946983337,0.415612099886542,2.1827875107120946
2021-06-17,BUY,-2058.2812099459115,0.38806918446372407,2.1853001009886697
2021-06-18,HOLD,5125.454122543335,-0.28324063171805136,2.187839891598009
2021-06-21,HOLD,-64.80407333397307,-0.6088202437564916,2.195624191483089
2021-06-22,SELL,-13110.859313487774,-0.21691938147552214,2.198274505021495
