investor_id,date,wealth_change,market_gap,utility_score
INV_01,2020-02-21,0.0,0.0,0.0
INV_01,2020-02-24,1472.73,-0.7622,0.4478490663478937
INV_01,2020-02-25,-9868.59,-0.4215,-1.8311003765394716
INV_01,2020-02-26,-10441.77,-1.1232,-1.6843799456783581
INV_01,2020-02-27,-2750.25,0.4563,-0.7830241660909789
INV_01,2020-02-28,-8711.31,-0.7012,-1.5182924311868868
INV_01,2020-03-02,-95.05,0.5793,-0.23638067790215597
INV_01,2020-03-03,5952.17,-0.2668,0.7191839594868865
INV_01,2020-03-04,-11965.69,-1.3796,-1.8679638936453387
INV_01,2020-03-05,-9333.77,-0.4643,-1.7177892180697274
INV_01,2020-03-06,-17369.33,-0.8062,-3.026761971438061
INV_01,2020-03-09,0.0,0.0,0.0
INV_01,2020-03-10,-13760.65,-3.2269,-1.5269772970371114
INV_01,2020-03-11,6336.58,1.1512,0.24808934041916497
INV_01,2020-03-12,-28265.03,-1.4958,-4.628285951307237
INV_01,2020-03-13,-17401.03,-1.8123,-2.672083908436335
INV_01,2020-03-16,0.0,0.0,0.0
INV_01,2020-03-17,0.0,0.0,0.0
INV_01,2020-03-18,0.0,0.0,0.0
INV_01,2020-03-19,0.0,0.0,0.0
INV_01,2020-03-20,-63912.38,-4.1637,-9.358983979171612
INV_01,2020-03-23,0.0,0.0,0.0
INV_01,2020-03-24,0.0,0.0,0.0
INV_01,2020-03-25,0.0,0.0,0.0
INV_01,2020-03-26,0.0,0.0,0.0
INV_01,2020-03-27,0.0,0.0,0.0
INV_01,2020-03-30,0.0,0.0,0.0
INV_01,2020-03-31,2248.64,-0.288,0.3602898898816443
INV_01,2020-04-01,0.0,0.0,0.0
INV_01,2020-04-02,0.0,0.0,0.0
INV_01,2020-04-03,0.0,0.0,0.0
INV_01,2020-04-06,0.0,0.0,0.0
INV_01,2020-04-07,0.0,0.0,0.0
INV_01,2020-04-08,0.0,0.0,0.0
INV_01,2020-04-09,0.0,0.0,0.0
INV_01,2020-04-10,0.0,0.0,0.0
INV_01,2020-04-13,0.0,0.0,0.0
INV_01,2020-04-14,0.0,0.0,0.0
INV_01,2020-04-15,0.0,0.0,0.0
INV_01,2020-04-16,0.0,0.0,0.0
INV_01,2020-04-17,0.0,0.0,0.0
INV_01,2020-04-20,0.0,0.0,0.0
INV_01,2020-04-21,0.0,0.0,0.0
INV_01,2020-04-22,0.0,0.0,0.0
INV_01,2020-04-23,0.0,0.0,0.0
INV_01,2020-04-24,0.0,0.0,0.0
INV_01,2020-04-27,0.0,0.0,0.0
INV_01,2020-04-28,0.0,0.0,0.0
INV_01,2020-04-29,0.0,0.0,0.0
INV_01,2020-04-30,0.0,0.0,0.0
INV_01,2020-05-01,0.0,0.0,0.0
INV_01,2020-05-04,0.0,0.0,0.0
INV_01,2020-05-05,0.0,0.0,0.0
INV_01,2020-05-06,0.0,0.0,0.0
INV_01,2020-05-07,0.0,0.0,0.0
INV_01,2020-05-08,0.0,0.0,0.0
INV_01,2020-05-11,-27946.11,-6.0088,-2.9595846873240133
INV_01,2020-05-12,-27349.62,-0.622,-4.788695612549077
INV_01,2020-05-13,48339.34,-4.0903,5.6591505105586535
INV_01,2020-05-14,2335.05,-1.5825,0.8326991306862194
INV_01,2020-05-15,21984.66,-0.0007,2.04824599457216
INV_01,2020-05-18,31028.67,1.3517,2.3183259031234122
INV_01,2020-05-19,14356.03,0.3703,1.2570692675286081
INV_01,2020-05-20,-10585.75,2.1863,-2.8953456961817055
INV_01,2020-05-21,33074.12,2.9943,1.897889480442073
INV_01,2020-05-22,-10502.37,1.0864,-2.4864332060443655
INV_01,2020-05-25,0.0,0.0,0.0
INV_01,2020-05-26,-9837.71,-0.6733,-1.735311445421609
INV_01,2020-05-27,7798.86,-0.0665,0.8213393772761727
INV_01,2020-05-28,3401.13,1.7514,-0.2522205662782816
INV_01,2020-05-29,-8634.35,-1.0106,-1.3932972919770246
INV_01,2020-06-01,-6082.99,-1.9521,-0.5772269951482814
INV_01,2020-06-02,-2473.92,0.8343,-0.8614246936946834
INV_01,2020-06-03,365.45,-1.0798,0.43579200865050727
INV_01,2020-06-04,3172.77,-0.2654,0.44682395937615754
INV_01,2020-06-05,0.0,0.0,0.0
INV_01,2020-06-08,14594.06,0.7025,1.1590932955976525
INV_01,2020-06-09,14929.84,0.2273,1.3587184404692778
INV_01,2020-06-10,-1526.21,0.0373,-0.3759468352673226
INV_01,2020-06-11,10119.72,-0.3839,1.1483248760582616
INV_01,2020-06-12,-1261.91,0.1391,-0.35477456700212406
INV_01,2020-06-15,-5751.42,0.2806,-1.3130790653705395
INV_01,2020-06-16,3298.31,1.1788,-0.05755428696930992
INV_01,2020-06-17,12397.86,0.5986,1.00173465258005
INV_01,2020-06-18,8492.1,-0.0453,0.8780119448025934
INV_01,2020-06-19,966.03,0.6402,-0.10997370251484055
INV_01,2020-06-22,17958.1,0.9969,1.3467463578485115
INV_01,2020-06-23,10830.54,0.4427,0.9168182402726153
INV_01,2020-06-24,-5233.36,1.3592,-1.5994042782277902
INV_01,2020-06-25,12780.15,-0.8611,1.5583823213275365
INV_01,2020-06-26,4054.53,-0.2922,0.5443778754008548
INV_01,2020-06-29,-1297.43,-0.4517,-0.15107020079290234
INV_01,2020-06-30,1309.79,-0.5159,0.34196496422736233
INV_01,2020-07-01,-1486.39,-0.2847,-0.25205171810029914
INV_01,2020-07-02,-15147.9,0.3233,-3.0429362976452934
INV_01,2020-07-03,-12273.79,-0.3931,-2.2764086960713996
INV_01,2020-07-06,-1136.41,0.0298,-0.28791601648740084
INV_01,2020-07-07,4234.42,0.6323,0.23112751943912385
INV_01,2020-07-08,-839.7,-0.6758,0.03142098232624496
INV_01,2020-07-09,2675.6,0.1602,0.24391659150976985
INV_01,2020-07-10,-20766.54,-0.6845,-3.6555569247171023
INV_01,2020-07-13,-28428.56,0.0196,-5.197978838873885
INV_01,2020-07-14,15285.04,0.2194,1.3926916273127121
INV_01,2020-07-15,-5184.57,-0.2399,-1.0174816151721024
INV_01,2020-07-16,9668.67,0.3524,0.8436442645217419
INV_01,2020-07-17,9075.41,0.2321,0.8324080793364546
INV_01,2020-07-20,11145.5,0.0259,1.094452079423966
INV_01,2020-07-21,-2596.48,-0.0549,-0.5684052887646254
INV_01,2020-07-22,1755.31,-0.886,0.5224752526359042
INV_01,2020-07-23,3035.07,-0.2918,0.4423529910560742
INV_01,2020-07-24,-1329.18,0.2541,-0.4107042765275904
INV_01,2020-07-27,8217.76,-0.1599,0.8936665762789335
INV_01,2020-07-28,-5704.77,0.3166,-1.3170133524069816
INV_01,2020-07-29,-3877.07,0.0479,-0.8641205702377501
INV_01,2020-07-30,-1863.28,-0.2408,-0.34858807824891613
INV_01,2020-07-31,8997.98,0.2118,0.8325648192940177
INV_01,2020-08-03,0.0,0.0,0.0
INV_01,2020-08-04,6576.73,0.9014,0.3602491180597979
INV_01,2020-08-05,-204.73,-0.2213,0.020947206468231998
INV_01,2020-08-06,2419.64,0.1777,0.21130773763586372
INV_01,2020-08-07,1264.06,0.2084,0.07766078362229249
INV_01,2020-08-10,-6077.29,-0.085,-1.244560629639513
INV_01,2020-08-11,7990.9,0.0835,0.7854908085402549
INV_01,2020-08-12,11932.75,0.7313,0.9126428717467708
INV_01,2020-08-13,12556.9,-0.4796,1.401917460763399
INV_01,2020-08-14,6901.8,0.2673,0.6179081042677659
INV_01,2020-08-17,-6883.3,0.5931,-1.6403222918525875
INV_01,2020-08-18,4105.24,0.1719,0.3832324586816396
INV_01,2020-08-19,15119.61,0.0804,1.4279564326285703
INV_01,2020-08-20,-383.09,0.1074,-0.14151976834281177
INV_01,2020-08-21,9759.34,-0.0775,1.0058210128629514
INV_01,2020-08-24,-1076.93,0.3117,-0.37559930156040006
INV_01,2020-08-25,590.22,-0.8655,0.38599071750131303
INV_01,2020-08-26,-5020.68,-0.1031,-1.0346707983019339
INV_01,2020-08-27,-3486.06,-0.1284,-0.722907639108006
INV_01,2020-08-28,142.68,0.2868,-0.08175879547171286
INV_01,2020-08-31,-4929.99,0.4885,-1.2288349788324249
INV_01,2020-09-01,0.0,0.0,0.0
INV_01,2020-09-02,525.52,-0.5382,0.2611827998261173
INV_01,2020-09-03,132.38,-0.2097,0.09460962187838334
INV_01,2020-09-04,-7310.86,-0.1813,-1.4435839001686492
INV_01,2020-09-07,-4795.62,-0.0839,-0.9977426178271552
INV_01,2020-09-08,2481.24,-0.2764,0.3802375024048622
INV_01,2020-09-09,8054.83,0.3258,0.7046815317032293
INV_01,2020-09-10,7272.08,-0.4166,0.8975007378540428
INV_01,2020-09-11,7195.68,-0.0541,0.7605677405267296
INV_01,2020-09-14,21317.02,-1.205,2.4227102415512087
INV_01,2020-09-15,2610.12,0.0085,0.29150835962326294
INV_01,2020-09-16,20596.08,-1.3642,2.418324272530508
INV_01,2020-09-17,24411.39,0.6473,2.0209968108094536
INV_01,2020-09-18,9702.18,0.3649,0.8422274594235858
INV_01,2020-09-21,13294.89,-1.3005,1.7614241900463892
INV_01,2020-09-22,4351.11,-1.1797,0.8912820783962749
INV_01,2020-09-23,296.4,-0.2847,0.14260524315973738
INV_01,2020-09-24,4195.86,-0.5599,0.6541424456894644
INV_01,2020-09-25,3185.51,-0.2906,0.45713085485545546
INV_01,2020-09-28,13026.86,-0.6699,1.5118741600882633
INV_01,2020-09-29,-6600.41,-0.1757,-1.311585841254861
INV_01,2020-09-30,-4848.18,-0.0664,-1.0142532379745464
INV_01,2020-10-01,0.0,0.0,0.0
INV_01,2020-10-02,5120.02,-0.838,0.8438015019932952
INV_01,2020-10-05,-92196.54,1.8054,-15.789657936593748
INV_01,2020-10-06,-11042.09,0.4103,-2.342256745981504
INV_01,2020-10-07,6671.51,-0.6562,0.9268206164469361
INV_01,2020-10-08,23335.24,-0.4348,2.3178350225018174
INV_01,2020-10-09,14270.59,-0.0699,1.4071327552412074
INV_01,2020-10-12,550.85,-0.6413,0.3010910488653589
INV_01,2020-10-13,-9187.64,-0.4206,-1.7065733124939015
INV_01,2020-10-14,33358.27,-1.4415,3.5091154824462287
INV_01,2020-10-15,28757.26,-1.9386,3.3089497696793124
INV_01,2020-10-16,-1299.23,0.3027,-0.4215402580926202
INV_01,2020-10-19,-2286.01,0.7323,-0.7858747947071993
INV_01,2020-10-20,3595.76,-0.134,0.4422200320875342
INV_01,2020-10-21,-58134.63,1.2467,-10.399609548066946
INV_01,2020-10-22,11940.89,-0.8616,1.483630102451525
INV_01,2020-10-23,-1716.33,0.298,-0.5101599482159821
INV_01,2020-10-26,-19700.91,0.053,-3.737008795828202
INV_01,2020-10-27,3679.0,-0.0931,0.4358744943789328
INV_01,2020-10-28,-15625.2,0.5809,-3.2189722909542273
INV_01,2020-10-29,29579.18,-1.0576,3.06147689633855
INV_01,2020-10-30,0.0,0.0,0.0
INV_01,2020-11-02,-12271.1,0.36,-2.5455364141973726
INV_01,2020-11-03,24837.22,-1.0767,2.673920653994731
INV_01,2020-11-04,10143.86,0.0385,0.9992998290784852
INV_01,2020-11-05,27814.3,-1.3936,3.035695794222006
INV_01,2020-11-06,29417.8,-1.7746,3.304839677055085
INV_01,2020-11-09,5511.17,-0.1053,0.6191734947102508
INV_01,2020-11-10,-13237.92,2.5395,-3.4984680195145605
INV_01,2020-11-11,2303.49,0.6576,0.02746768365785207
INV_01,2020-11-12,-11083.05,-0.1774,-2.1392695836763407
INV_01,2020-11-13,-2841.02,0.171,-0.6994705131537189
INV_01,2020-11-16,-3713.88,-0.2671,-0.7188466911762578
INV_01,2020-11-17,4448.91,-0.036,0.4914197901110977
INV_01,2020-11-18,49.21,0.0601,-0.013576749542098423
INV_01,2020-11-19,-3038.54,-0.1096,-0.6392728681501298
INV_01,2020-11-20,2721.43,-0.1529,0.3606987428912809
INV_01,2020-11-23,-685.26,-0.0088,-0.1718178814725992
INV_01,2020-11-24,564.58,0.4265,-0.07956127324023327
INV_01,2020-11-25,15977.87,-0.8074,1.8208496183897847
INV_01,2020-11-26,4609.33,-0.1119,0.5342689153451543
INV_01,2020-11-27,2775.36,0.1587,0.25465852882588924
INV_01,2020-11-30,14572.8,-0.4918,1.5847826280877568
INV_01,2020-12-01,15295.96,0.4238,1.320472885699708
INV_01,2020-12-02,-1034.24,0.6772,-0.49690745325879127
INV_01,2020-12-03,1015.28,0.1601,0.06742057142762028
INV_01,2020-12-04,10183.72,-0.2693,1.1131141895182266
INV_01,2020-12-07,10322.13,0.989,0.6752098262431189
INV_01,2020-12-08,17826.33,0.7643,1.4186377866412472
INV_01,2020-12-09,2841.22,-0.2727,0.4158187238469362
INV_01,2020-12-10,-5850.13,-0.0013,-1.2310831837146705
INV_01,2020-12-11,16592.28,-1.4498,2.104339578038187
INV_01,2020-12-14,8975.67,-0.492,1.0824753960764333
INV_01,2020-12-15,-9518.73,-0.2241,-1.8377246067783721
INV_01,2020-12-16,1458.8,-0.3222,0.2888222966494969
INV_01,2020-12-17,-8050.55,-0.0753,-1.619809695605525
INV_01,2020-12-18,-3747.47,-0.0703,-0.7960018131911903
INV_01,2020-12-21,2795.63,0.0433,0.298041174454675
INV_01,2020-12-22,6626.67,-0.3936,0.8285767169356584
INV_01,2020-12-23,-4794.6,0.0234,-1.0359570876720932
INV_01,2020-12-24,15110.99,-0.3178,1.5697562426147778
INV_01,2020-12-25,0.0,0.0,0.0
INV_01,2020-12-28,8966.86,-0.1701,0.9664256147715138
INV_01,2020-12-29,0.0,0.0,0.0
INV_01,2020-12-30,327.47,0.611,-0.17419226973072688
INV_01,2020-12-31,-2354.16,0.4461,-0.6976039520779883
INV_01,2021-01-01,0.0,0.0,0.0
INV_01,2021-01-04,12859.79,0.7954,0.9724423286483297
INV_01,2021-01-05,10803.43,-0.1426,1.1239060053738625
INV_01,2021-01-06,-1197.22,-0.0662,-0.2670166013399358
INV_01,2021-01-07,-3780.07,-0.0829,-0.7979890770857264
INV_01,2021-01-08,6186.29,-0.0523,0.664677337967113
INV_01,2021-01-11,1231.23,0.8596,-0.15907182508370563
INV_01,2021-01-12,22231.32,-1.3966,2.5688774544857362
INV_01,2021-01-13,25983.78,-0.6397,2.613412641629051
INV_01,2021-01-14,0.0,0.0,0.0
INV_01,2021-01-15,53258.51,0.1458,4.5293701679253076
INV_01,2021-01-18,56476.23,-0.8157,5.124809056622143
INV_01,2021-01-19,-3758.14,2.1283,-1.5852279914418945
INV_01,2021-01-20,53811.17,-2.6949,5.589584416404773
INV_01,2021-01-21,101555.05,-3.8691,9.628386203191543
INV_01,2021-01-22,39498.81,1.0344,3.1202154075597175
INV_01,2021-01-25,59583.01,1.8922,4.396720411265173
INV_01,2021-01-26,-15755.6,1.0598,-3.413276740710143
INV_01,2021-01-27,23297.91,-1.4082,2.6631644049059515
INV_01,2021-01-28,0.0,0.0,0.0
INV_01,2021-01-29,-40041.49,2.7005,-8.05627297586139
INV_01,2021-02-01,-37836.96,0.2366,-6.818107275577525
INV_01,2021-02-02,-95047.56,-1.2154,-15.13376114780141
INV_01,2021-02-03,44809.48,0.262,3.8213378363072454
INV_01,2021-02-04,0.0,0.0,0.0
INV_01,2021-02-05,9720.6,-0.316,1.0876703033059931
INV_01,2021-02-08,0.0,-2.3194,0.8303451999999999
INV_01,2021-02-09,11.01,-1.7896,0.6427092808401447
INV_01,2021-02-10,-129301.75,5.9374,-22.726714102214792
INV_01,2021-02-11,-6928.19,-1.0684,-1.0539774304726537
INV_01,2021-02-12,69406.64,-0.3944,5.971280765014581
INV_01,2021-02-15,-43376.63,2.4713,-8.50961770312785
INV_01,2021-02-16,-40384.49,-1.2781,-6.687176710576747
INV_01,2021-02-17,7489.17,-0.699,1.0189026643557626
INV_01,2021-02-18,34232.0,-0.5676,3.267515530300538
INV_01,2021-02-19,-8579.09,1.0018,-2.1035118553149266
INV_01,2021-02-22,-29870.69,-0.0673,-5.40596012456343
INV_01,2021-02-23,-53160.7,-0.4466,-9.015378841593918
INV_01,2021-02-24,-1021.61,0.0975,-0.28654542028136043
INV_01,2021-02-25,20907.47,0.7397,1.6916626075134238
INV_01,2021-02-26,0.0,0.0,0.0
INV_01,2021-03-01,2292.21,-0.2505,0.35139574277242663
INV_01,2021-03-02,-27434.07,0.2154,-5.102564275070794
INV_01,2021-03-03,-31488.73,-0.1007,-5.661026680840339
INV_01,2021-03-04,-25074.72,-0.4267,-4.477825460620993
INV_01,2021-03-05,11492.51,-0.0996,1.1706089455247375
INV_01,2021-03-08,49884.16,0.17,4.255781918502349
INV_01,2021-03-09,2959.93,-0.1125,0.37054270670163697
INV_01,2021-03-10,-18119.08,-0.0702,-3.4202300742073724
INV_01,2021-03-11,0.0,0.0,0.0
INV_01,2021-03-12,8256.31,0.2563,0.7482367972094937
INV_01,2021-03-15,-15603.58,0.1379,-3.056586793558664
INV_01,2021-03-16,-12222.71,0.3445,-2.531313690182578
INV_01,2021-03-17,-15902.7,0.2417,-3.146162167142814
INV_01,2021-03-18,-22448.3,0.286,-4.289435378242939
INV_01,2021-03-19,-7449.45,-0.0224,-1.5264704354476786
INV_01,2021-03-22,13709.41,-0.0754,1.3595541305301413
INV_01,2021-03-23,3081.49,0.3146,0.22996131628499822
INV_01,2021-03-24,26481.84,0.3481,2.3013356604020156
INV_01,2021-03-25,-10808.65,0.2631,-2.2472836071022866
INV_01,2021-03-26,2431.21,0.2421,0.18944857262605722
INV_01,2021-03-29,2747.57,0.3923,0.16819032240562554
INV_01,2021-03-30,-3087.03,0.1582,-0.7449915998953911
INV_01,2021-03-31,15122.28,-2.2923,2.2776171267725704
INV_01,2021-04-01,14896.39,-0.5481,1.6333752326603657
INV_01,2021-04-02,0.0,0.0,0.0
INV_01,2021-04-05,13975.82,-0.8517,1.661013676398297
INV_01,2021-04-06,34778.71,-0.5684,3.312304908007768
INV_01,2021-04-07,8411.77,0.07,0.8293130178965499
INV_01,2021-04-08,16516.05,0.3924,1.4382027082359827
INV_01,2021-04-09,18425.34,-0.7547,2.014108849166632
INV_01,2021-04-12,34755.91,-1.0528,3.483865420093444
INV_01,2021-04-13,0.0,0.0,0.0
INV_01,2021-04-14,0.0,0.0,0.0
INV_01,2021-04-15,17364.24,-0.7282,1.9129874459671024
INV_01,2021-04-16,-3334.35,-0.0391,-0.7243672082949463
INV_01,2021-04-19,-19984.55,0.4402,-3.9243070081575664
INV_01,2021-04-20,-56041.76,1.1233,-10.028823615984015
INV_01,2021-04-21,20766.33,-0.7956,2.2292774570904843
INV_01,2021-04-22,-32490.11,0.8247,-6.156954969145018
INV_01,2021-04-23,-20262.61,-0.2801,-3.7141022056209594
INV_01,2021-04-26,0.0,0.0,0.0
INV_01,2021-04-27,-27153.96,-0.6262,-4.754556614906862
INV_01,2021-04-28,41251.29,-0.4441,3.7901709642800663
INV_01,2021-04-29,-4259.57,-0.2539,-0.8317894577295635
INV_01,2021-04-30,311.65,0.2187,-0.03571151813626209
INV_01,2021-05-03,-6138.43,-0.2073,-1.2124444638647092
INV_01,2021-05-04,-18636.09,0.2064,-3.6086012597891197
INV_01,2021-05-05,11480.82,-0.2836,1.23543034297774
INV_01,2021-05-06,8952.37,-0.4565,1.0676251229238318
INV_01,2021-05-07,20913.54,-0.2826,2.0581628964975316
INV_01,2021-05-10,-24200.47,0.4916,-4.659424799563944
INV_01,2021-05-11,10137.54,-0.5817,1.2207570318216632
INV_01,2021-05-12,3691.46,-0.0293,0.41427453974521655
INV_01,2021-05-13,8121.86,0.0628,0.8050528537485462
INV_01,2021-05-14,0.0,0.0,0.0
INV_01,2021-05-17,23728.04,0.7308,1.933645396479235
INV_01,2021-05-18,-1517.01,0.6197,-0.5824564941849029
INV_01,2021-05-19,-4071.75,0.2178,-0.9635604228298145
INV_01,2021-05-20,-5971.33,-0.4729,-1.085447178814179
INV_01,2021-05-21,-14455.88,0.1612,-2.8629588505999197
INV_01,2021-05-24,-5163.55,0.3937,-1.2402388608774035
INV_01,2021-05-25,9430.5,0.166,0.888611853843645
INV_01,2021-05-26,0.0,0.0,0.0
INV_01,2021-05-27,0.0,0.0,0.0
INV_01,2021-05-28,7848.72,0.4371,0.6456891694609084
INV_01,2021-05-31,4386.29,0.4577,0.3085419772561703
INV_01,2021-06-01,17471.83,-0.4974,1.8396747716661586
INV_01,2021-06-02,262.69,-0.0654,0.05986287177232598
INV_01,2021-06-03,12956.35,-0.1138,1.3065233195116388
INV_01,2021-06-04,-1598.09,0.7995,-0.6643221963877212
INV_01,2021-06-07,8396.48,-0.3208,0.9678060847049846
INV_01,2021-06-08,-6586.65,-0.2522,-1.2815910660969685
INV_01,2021-06-09,10251.95,-0.4265,1.1755886903048005
INV_01,2021-06-10,8365.86,0.4414,0.6921074239864548
INV_01,2021-06-11,-2069.01,-0.0829,-0.4485937219046808
INV_01,2021-06-14,3686.65,-0.6567,0.638404928755301
INV_01,2021-06-15,6300.06,-0.5594,0.8570206174276653
INV_01,2021-06-16,10702.49,-0.0637,1.0865340814439177
INV_01,2021-06-17,990.74,0.1557,0.06624914534615516
INV_01,2021-06-18,5520.46,-0.2641,0.6769157866499937
INV_01,2021-06-21,-1255.98,-0.5262,-0.11529271998022422
INV_01,2021-06-22,-20113.76,0.1546,-3.8442176224057834
INV_01,2021-06-23,312.22,0.0942,0.008930349913969293
INV_01,2021-06-24,0.0,0.0,0.0
INV_01,2021-06-25,4066.53,0.1416,0.39026174398536784
INV_01,2021-06-28,-11896.62,0.6822,-2.5936786185081133
INV_01,2021-06-29,-10839.9,-0.3729,-2.025259649087236
INV_01,2021-06-30,-12723.82,-0.2407,-2.4114868129208187
INV_01,2021-07-01,-3818.77,-0.1319,-0.7881544950835031
INV_01,2021-07-02,7967.69,-0.085,0.8436583496667651
INV_01,2021-07-05,-7240.67,-0.0748,-1.468525945258665
INV_01,2021-07-06,8347.38,-1.3409,1.3284617510029866
INV_01,2021-07-07,-6522.13,0.6461,-1.5909481711428177
INV_01,2021-07-08,1881.44,0.5262,0.03028890685853386
INV_01,2021-07-09,10063.65,0.0514,0.9873892948073959
INV_01,2021-07-12,7074.75,-0.2168,0.8074702595129216
INV_01,2021-07-13,6178.19,0.0427,0.6298976347765766
INV_01,2021-07-14,5754.38,-0.0814,0.6339229390044772
INV_01,2021-07-15,6509.37,0.1726,0.6147912191839016
INV_01,2021-07-16,-4610.42,0.2919,-1.0960962202829942
INV_01,2021-07-19,14343.23,0.6858,1.1429927178121178
INV_01,2021-07-20,-2893.54,0.6303,-0.8746280751936238
INV_01,2021-07-21,0.0,0.0,0.0
INV_01,2021-07-22,14030.43,-1.0793,1.747315656427929
INV_01,2021-07-23,0.0,0.0,0.0
INV_01,2021-07-26,-14411.26,-0.0379,-2.7838004690917306
INV_01,2021-07-27,-5107.59,-0.0249,-1.0795333701111647
INV_01,2021-07-28,-143.93,0.1011,-0.07848486624960219
INV_01,2021-07-29,13431.92,-0.2779,1.4074819470253916
INV_01,2021-07-30,-8478.92,0.2899,-1.8301022758177512
INV_01,2021-08-02,-1861.06,0.4648,-0.6007214413637585
INV_01,2021-08-03,4553.01,0.94,0.1521905672950426
INV_01,2021-08-04,-505.8,-0.0023,-0.1319012716000611
INV_01,2021-08-05,-21301.9,-0.825,-3.696659990893304
INV_01,2021-08-06,1705.24,0.484,0.02667956854613948
INV_01,2021-08-09,-13382.08,0.4017,-2.758782897431636
INV_01,2021-08-10,-8969.19,0.423,-1.9683563305464264
INV_01,2021-08-11,1095.97,0.2149,0.05679208702891046
INV_01,2021-08-12,-17033.05,-0.478,-3.085795557267845
INV_01,2021-08-13,3982.95,-0.2296,0.5148963241715284
INV_01,2021-08-16,-527.48,-0.416,0.01103621726177445
INV_01,2021-08-17,19937.16,0.259,1.7809501334568443
INV_01,2021-08-18,32800.43,-0.8902,3.2661682875803795
INV_01,2021-08-19,-10471.86,-0.1178,-2.0497839171711862
INV_01,2021-08-20,-7821.25,0.7065,-1.8569560949817383
INV_01,2021-08-23,21302.53,1.6316,1.4059756486956658
INV_01,2021-08-24,50883.69,-2.7057,5.363920370987762
INV_01,2021-08-25,9601.97,-0.4018,1.1075578355530151
INV_01,2021-08-26,60422.7,0.4155,4.990410732477503
INV_01,2021-08-27,21805.3,-0.871,2.3446031535154424
INV_01,2021-08-30,-29834.06,0.8693,-5.735203084774361
INV_01,2021-08-31,-3201.61,1.8472,-1.3728652539901693
INV_01,2021-09-01,23586.53,0.3605,2.0542956645943478
INV_01,2021-09-02,32886.98,-0.0175,2.96081833867874
INV_01,2021-09-03,7901.57,-0.6745,1.0485558341531307
INV_01,2021-09-06,2929.58,-1.3961,0.8269884191964231
INV_01,2021-09-07,-49687.99,2.0492,-9.36180417330739
INV_01,2021-09-08,-58680.86,0.8039,-10.326155042894442
INV_01,2021-09-09,44633.4,-1.1058,4.297007754107165
INV_01,2021-09-10,-18904.05,0.0364,-3.593961342850972
INV_01,2021-09-13,-21237.1,-2.5333,-3.0740363793700105
INV_01,2021-09-14,3887.1,1.3694,-0.06703181055047808
INV_01,2021-09-15,16114.34,1.2516,1.0956289469681495
INV_01,2021-09-16,-2475.37,-0.5041,-0.38257763389102595
INV_01,2021-09-17,-25881.93,1.1723,-5.185725647388066
INV_01,2021-09-20,0.0,0.0,0.0
INV_01,2021-09-21,-12856.03,0.1075,-2.559748211446469
INV_01,2021-09-22,748.49,0.4604,-0.0703063450111117
INV_01,2021-09-23,12786.88,0.0393,1.2366381642360647
INV_01,2021-09-24,8375.1,0.4717,0.6821144330231216
